dato,predicciones
acompanen a las madres buscadoras desde ahi se puede denostar a alfaro,negativo
k asco da flojera de escuchar a esta senora,negativo
claudia el pueblo te respalda,negativo
que gusto me da vamos con todo clauda gobernadora,negativo
salvemos nuestro jalisco votemos morena y por nuestra candidata,negativo
unidad conclaudia  viva morena  viva morena viva el estado mas hermoso de mexico osea mi jalisco querido viva mexico,positivo
estamos con usted claudia saludos y que dios me la guarde siempre en todo momento,positivo
votaporelcambio claudia te respaldamos desde lagos de moreno,negativo
zapopan con usted,negativo
triunfado como siempre la apoyo,positivo
estamos con usted claudia  y la cuarta transformacion,negativo
estoy contigo claudia,negativo
muy bien respaldo absoluto,negativo
dios me la cuide y me la proteja en todo momento mi gobernadora excelente,positivo
mi querida claudia es una gran oportunidad de que gente realmente del pueblo nos gobierne porque sabe las verdaderas necesidades que existen,negativo
mi admiracion y respeto es usted vamos arriba sera  nuestra proxima gobernadora,positivo
viva morena es tiempo de las mujeres en jalisco y en todo el paiis,negativo
dios no se midio con usted inteligente trabajadora bonita de buen corazon etc etc y proxima gobernadora,positivo
vamos para delante hasta la victoria,positivo
claudia usted sera nuestra gobernadora,negativo
de donde saca tantas energias mi proxima gobernadora,negativo
nosotros estamos con morena claudia delgadillo gobernadora,negativo
en cada rincon del estado tiene nuestro carino,negativo
la futura gobernadora jalisco,positivo
la mejor opcion esclaudia  apoyo total,positivo
dios la bendiga,positivo
estoy con usted para que sea la primera mujer gobernadora no hay vuelta atras,negativo
yo con todo  vamos unidos podemos,positivo
y el pueblo tapatio unido por la 4t con claudia vamos a votar  por un cambio de gobierno,positivo
viva claudia,negativo
lo bueno esta por venir esclaudia,negativo
con morena nos ira mejor claudia es la mera mera,negativo
todo el apoyo para usted,positivo
tenemos fe en usted,positivo
vamos toda mi familia con morena y claudia,negativo
voto masivo para claudia,positivo
felicidades lic claudia arriba la 4t,positivo
se les acabo a la naranja podrida este 24 es tiempo de morena jalisco con claudia,negativo
vamos por el cambio con claudia delgadillo,positivo
dios la acompane y la bendiga siempre,positivo
no esta sola mi proxima gobernadora,negativo
sin duda es el tiempo de la 4t el cambio es inevitable,positivo
vamos morena juntos por el cambio de mexico si se puede,positivo
tepa presente ,negativo
excelente tlaquepaque con claudia,positivo
ya llegoya esta aquila que va a sacar al naranjita ver mas,negativo
esclaudia,negativo
una mujer sera gobernadora esclaudia,negativo
por eso hoy y siempre votare por morena y le inculcare a mis hijos que voten siempre por obrador y la 4t,negativo
se ve se siente claudia esta presente,negativo
claudiadelgadillo  no hay mas ella va a ganar,negativo
ya se va acabando todo lo que destruia a nuestro bello estado votara por morena,positivo
hasta la victoria con chuyitapresidenta la apoyo haciendo historiachuyitaclaudia,positivo
francisco r rodriguez facs,negativo
vamos por la c de  claudias vamos por el plan c de la transformacion,negativo
la transformacion nadie la detiene,negativo
vamonos con claudia delgadillo arriba la 4t voto masivo para morena y aliados,positivo
regino velazquez 4t,negativo
megaalinza la apoyo morena2024,positivo
sanpedro,negativo
 es claudia delgadillo en jalisco animo la cuarta transformacion llega a jaliscovamos juntos vamos unidos con la cuarta transformacion de  mexicosomos mayorias,positivo
determinacion y amor valores esenciales adelante,positivo
vamos por un tlaquepaque transformado y justo,negativo
justo lo que tlaquepaque necesita apoyemos,positivo
si a mujeres empoderadas liderando cambios,positivo
admirable compromiso laura imelda es inspiracion,negativo
mariela castillo,negativo
esplendido mensaje la union femenina hace la fuerza,positivo
apoyo total,positivo
la apoyo con claudia delgafillo y daniel garcia,positivo
los jovenes en compania de oswaldo pina estamos apoyando la lucha por el cambio verdadero todas y todos estamos unidos ayudando en construir el segundo piso de la transformacion viva la 4t y votemos x morena,positivo
claudia delgadillo la esperanza de nuestro jalisco  y el apoyo de la doctora claudia  sheinbaum todo morena,positivo
que orgullo de ver a una mujer con su capacidad tenacidad y conviccion de servicio,positivo
estoy orgullosa de apoyar a una candidata que realmente lucha por nuestros derechos y bienestar yasevan,negativo
viva morena es tiempo de las mujeres en jalisco y en todo el paiis,negativo
ya se va acabando todo lo que destruia a nuestro bello estado votara por morena,positivo
juntos por un cambio morena claudia delgadillo proxima gober,positivo
vamos morena juntos por el cambio de mexico si se puede,positivo
que alegria sentirse representada y escuchada claudia es la voz de todas las mujeres de jalisco que han estado esperando una oportunidad para brillar,positivo
como mujer de jalisco me inspira ver a claudia al frente de este movimiento,negativo
con morena nos ira mejor claudia es la mera mera,negativo
primero dios  las claudia van a ganar,positivo
usted nos representa es la voz del pueblo que le brindan respaldo  lider lo hara muy bien,negativo
con usted va a progresar nuestro estado jalisco se va a transformar,negativo
jalisco con claudia,negativo
en cada rincon del estado tiene nuestro carino,negativo
excelente tlaquepaque con claudia,positivo
quienes la conocemos sabemos que su palabra es garantia,negativo
la energia y las propuestas de claudia me tienen totalmente convencida,negativo
tepa presente ,negativo
fuerza jovenes de morena  esclaudia morena la esperanza de jalisco asi sera guarden este comentario,positivo
dios me la cuide y me la proteja en todo momento mi gobernadora excelente,positivo
votaporelcambio  la apoyo respaldo total desde arandas,positivo
con morena nos ira mejor esta mas que claro,negativo
votaporelcambio claudia te respaldamos desde lagos de moreno,negativo
claudia usted sera nuestra gobernadora,negativo
se ve se siente claudia esta presente,negativo
hoy es tiempo de las mujeres,negativo
vamos toda mi familia con morena y claudia,negativo
siempre  con el apoyo de tu hija y con  el nuestro,positivo
las mujeres en el centro,negativo
la vision de claudia para empoderar a las mujeres en jalisco es inspiradora,positivo
es imprescindible tener a alguien que entiende desde dentro los desafios que enfrentamos las mujeres de jalisco,negativo
sin duda es el tiempo de la 4t el cambio es inevitable,positivo
hasta hoy dia no me he equivocado en mis presagios o premoniciones la siguiente persona que encabezara la gobernatura de mi bello estado de jalisco sera una mujer saludos y bendiciones,positivo
claudia gobernadora,negativo
y el pueblo tapatio unido por la 4t con claudia vamos a votar  por un cambio de gobierno,positivo
todo el apoyo para usted,positivo
salvemos nuestro jalisco votemos morena y por nuestra candidata,negativo
yo con todo  vamos unidos podemos,positivo
eso mi pao,negativo
claudiadelgadillo  no hay mas ella va a ganar,negativo
asi es la victoria de jalisco y morena vamos todos con morena viva claudia delgadillo candidata a gobernadora,positivo
claudia el pueblo te respalda,negativo
a caray ya rejuvenecio o como,negativo
asi es  los naranjas ya se van  atte mayin monreal   gracias,positivo
venga chavos a demostrar de que esta hecha esta 4t,positivo
su pasion por el cambio y la igualdad me hace creer en un futuro mejor para nosotras,positivo
finalmente tenemos a alguien que no solo nos entiende sino que tambien esta creando oportunidades reales para nuestro desarrollo,negativo
votaporelcambio,negativo
esclaudiadelgadillo votaporelcambio,negativo
hola claudia delgadillo iran mis amigos y amigas a eventos hoy yo tengo miedo soy transgenero y  en la nomenclatura usa e internacional transexual porque llevo mas de 11 anos en tratamiento hormonal y de bloqueo de testosterona no ire un feminicidio  ver mas,positivo
mjt,negativo
claudia vamos por todo mexico claudia delgadillo vamos por todo jalisco,positivo
morena al 100,positivo
necesitamos seguir sumando trabajando duro para lograr nuestros objetivos,negativo
nos une la misma causa podemos lograr el cambio,positivo
es un honor y un privilegio que esten aqui se que lo podemos lograr,negativo
voto masivo a morena plan c ,negativo
j luis e beltran  plan c,negativo
nuestro pais puede cambiar estaos con claudia,positivo
que linda claudia jalisco lo agradece,negativo
la unica esperanza para los jaliscienses es morena,negativo
que pena que no yegaran a jalisco,negativo
claudia vamos por todo mexico claudia delgadillo vamos por todo jalisco,positivo
lo claro esta en que claudia delgadillo si lo estas lo grando con travajo esfuerzo y echos que es lo mejor felisidades gobernadora por que claro esta,positivo
hipocreciaaaaaaa morir de sed teniendo tanta agua jajajja,negativo
dios la bendiga,positivo
esta lucha es de todos unidos lo podemos lograrjalisco esta con claudia,negativo
es un verdadero honor tener a claudia en jalisco,negativo
que lindo que veles por el vienestar de tu pueblo,negativo
arriba claudia voto x morena,positivo
y falta mucho en seguridad,negativo
jalisco esta contigo claudia,negativo
todo jalisco con morena,negativo
pura candidata de 4ta,negativo
jalisco no es de 4ta es de 1ra y vamos por los mejores,negativo
con claudia delgadillo gobernadora de jalisco,negativo
pura cartita dificil dios nos libre,positivo
lo que le falta a jalisco es no permitir que gane morena nos queda claro que son un gran ejemplo de una transaccion de cuarta con causas de quinto patio,negativo
voto masivo por la,positivo
si le falta personas que en realidad quieran ayudar a sus semejantes pero no creo que sean ustedes,positivo
hola algun lugar o video para ver tus propuestas por favor asi como claudia sheinbaum inicio su campana el primer dia con todas sus propuestas igual que amlo,negativo
nuestra proxima gobernadora claudia delgadillo,positivo
ya esperamos un buen cambio un buen equipo,positivo
todos unidos mexicanos con morena y la 4 t plan c todos unidos,positivo
eduardo ramirez estamos listos,negativo
paty gtx saludos,positivo
claudiadelgadillogobernadora la apoyo danielgarciacoordinafordetemaseducativos claudia delgadillo es la mejor opcion,positivo
una mujer sera gobernadora esclaudia,negativo
es reconfortante saber que tenemos a alguien como claudia luchando por nuestros intereses,negativo
su trabajo es vital para alcanzar el jalisco que todos merecemos,positivo
jalisco unido para lograr la cuarta transformacion con claudia delgadillo como gobernadora,positivo
su esfuerzo y dedicacion son imprescindibles para nosotros,negativo
la transformacion esta llegando a jalisco claudia gobernadora,negativo
al 100 con claudia delgadillo,positivo
claudia demuestra cada dia que es posible un gobierno que realmente se preocupa por su gente,positivo
vamos claudia delgadillo gobernadora vamos todos juntos por  jalisco claudia delgadillo,positivo
nadie duda del esfuerzo que claudia pone dia con dia para mejorar nuestra calidad de vida,negativo
no existe mejor pais que el mejor gobernado en el estado  poblacion territorio y soberania radica el exito de una patria es por eso que jalisco cuenta con claudiasheinbaumpresidenta2024  y con claudiadelgadillogobernadora con los maestrostransfor ver mas,negativo
